id,time_created,month,create_time,view_count,like_count,share_count,comment_count,voice_to_text,hashtag_names,video_description,cleaned_video_description,tokens,Dominant_Topic,topic_Keywords,Topic_Perc_Contrib
7191824022902967558,2023-01-23 12:30:25,2023-01-01,1674477025,4975,147,15,15,jij zei van je vond het bijzonder of knap dat die klimaatbeweging zo groot is geworden ja kijk ik heb toen met riep een serie gemaakt over de sdg's over klimaat en hij hij laat gewoon heel goed zien hoe dat in elkaar zit dus vanaf het begin af aan was het een verdienmodel van echt de aller allerrijkste of de grote de grote companies die zien daar een verdienmodel in en dan is het niet knap dat ze het voor elkaar krijgen ze pompen daar gewoon miljarden in en net als met woke die hadden hier een kantoortje of het nou kick out zwarte piet gaat weer vijf man zes man maar er werden tonnen ingepompt door de overheid maar ook door private financierers en dat gaat met dit ook niet niet de burgers zijn initiatiefnemers nee de grote het grootkapitaal als initiatiefnemers gaat altijd om big money en big over mens en die doen het samen en gaan ze door heel erg veel te pushen met bericht geven in acties en gaan ze het groot maken en gaan ze zogenaamd draagvlak creëren het is echt van be top down,"['fvd', 'forumvoordemocratie', 'forumvdemocratie']",Grassroots? Welnee. Deze clubs hebben alle steun van de grote instituties. #fvd #forumvoordemocratie #forumvdemocratie ,Grassroots Welnee Deze clubs hebben alle steun van de grote instituties,"['grassroots', 'welnee', 'deze', 'club', 'steun', 'grote', 'instituties']",4,"vind, open, beweging, zien, grenzen, worden, vrijheid, ledenaantallen, fvdnlwordlid, paar",0.9162
7192682756055338245,2023-01-25 20:02:39,2023-01-01,1674676959,27568,999,45,108,er wordt de bank in nederland een schuldgevoel aangepraat ten opzichte van zijn zwarte medemens ten onrechte en zeer kwalijk het met trots koesteren van ons nationale verleden wordt niet gestimuleerd maar collectieve schuld en excuses waar het volk in overal de meerderheid part nog deel aan had lijken we volledig te moeten ervaren en omarmen die zijn ineens van ons allemaal de nederlander bestaat niet behalve als er excuses moeten worden gemaakt,"['fvd', 'forumvoordemocratie', 'forumvdemocratie']",Ralf Dekker keihard over excuses voor ons verleden #fvd #forumvoordemocratie #forumvdemocratie ,Ralf Dekker keihard over excuses voor ons verleden,"['ralf', 'dekker', 'keihard', 'excuse', 'verleden']",0,"denken, eigen, ralf, dekker, samenleving, laat, zit, partij, uur, klein",0.8931
7194095359096786181,2023-01-29 15:24:17,2023-01-01,1675005857,7653,286,6,26,we zijn natuurlijk als maatschappij als samenleving bevrijd we zijn als mensen in de jaren 60 bevrijd maar waar willen we nou naartoe met de wereld waar willen we naartoe met onze samenleving er is bepaalde richtingloosheid ontstaan we zijn ontwworteld geraakt en heel veel mensen weten van gekkigheid niet meer wat ze moeten doen met hun leven en daar onder andere gaat het boek over,"['fvd', 'forumvoordemocratie', 'thierrybaudet', 'baudetheeftgelijk', 'forumvdemocratie']","“We zijn bevrijd, maar waar willen we nu naartoe?” #fvd #forumvoordemocratie #forumvdemocratie #thierrybaudet #Baudetheeftgelijk ",We zijn bevrijd maar waar willen we nu naartoe,"['bevrijd', 'willen', 'naartoe']",0,"denken, eigen, ralf, dekker, samenleving, laat, zit, partij, uur, klein",0.8352
7194701748680805637,2023-01-31 06:37:27,2023-01-01,1675147047,10897,375,10,28,een paar dagen geleden was de borrel van de parlementaire pers met de tweede kamerleden de borrel het is een beetje een gek fenomeen maar één keer per jaar en dan praat je eens met wat journalisten met een biertje erbij iemand kwam naar me toe en die zei mijn grootste angst is dat jullie doorgaan met die parallelle samenleving dat je dat we helemaal langs elkaar heen gaan leven en mijn reactie was waarom vind je dat zo erg want jullie hebben terug zelf ons nu al tweeënhalf jaar volledig uitgesloten van alles we worden niet geïnterviewd we worden nergens voor uitgenodigd we worden op alle mogelijke manieren gedemoniseerd en fascist en hitler en dit en dat ja wat verwacht je dan weet je en dat wat daar dus eigenlijk we die in gesprek tonen die oogjes weet je wel wat je dan wat wat zij bedoelen eigenlijk is niet dat ze het vervelend vinden als wij ons eigen ding gaan doen wat zij bedoelen is dat ze het vervelend vinden als wij dus daadwerkelijk volharden in andere overtuigingen ja en dat is wat je wat wat echt anders is in deze tijd volgens mij dan in alle andere momenten uit de geschiedenis zoals wij dat kennen dat er echt een opinie hegemonie dreigt te bestaan,"['fyp', 'fvd', 'forumvoordemocratie', 'thierrybaudet', 'baudetheeftgelijk', 'forumvdemocratie']",Wat denken jullie? Zijn andere meningen straks nog toegestaan? #fvd #forumvoordemocratie #forumvdemocratie #thierrybaudet #Baudetheeftgelijk #fyp #fyp ,Wat denken jullie Zijn andere meningen straks nog toegestaan,"['denken', 'meningen', 'straks', 'toegestaan']",8,"tegen, europese, ga, oorlog, gaan, straks, willen, wist, gaat, oekrane",0.6603
7194701748680805637,2023-01-31 06:37:27,2023-01-01,1675147047,10897,375,10,28,een paar dagen geleden was de borrel van de parlementaire pers met de tweede kamerleden de borrel het is een beetje een gek fenomeen maar één keer per jaar en dan praat je eens met wat journalisten met een biertje erbij iemand kwam naar me toe en die zei mijn grootste angst is dat jullie doorgaan met die parallelle samenleving dat je dat we helemaal langs elkaar heen gaan leven en mijn reactie was waarom vind je dat zo erg want jullie hebben terug zelf ons nu al tweeënhalf jaar volledig uitgesloten van alles we worden niet geïnterviewd we worden nergens voor uitgenodigd we worden op alle mogelijke manieren gedemoniseerd en fascist en hitler en dit en dat ja wat verwacht je dan weet je en dat wat daar dus eigenlijk we die in gesprek tonen die oogjes weet je wel wat je dan wat wat zij bedoelen eigenlijk is niet dat ze het vervelend vinden als wij ons eigen ding gaan doen wat zij bedoelen is dat ze het vervelend vinden als wij dus daadwerkelijk volharden in andere overtuigingen ja en dat is wat je wat wat echt anders is in deze tijd volgens mij dan in alle andere momenten uit de geschiedenis zoals wij dat kennen dat er echt een opinie hegemonie dreigt te bestaan,"['fyp', 'fvd', 'forumvoordemocratie', 'thierrybaudet', 'baudetheeftgelijk', 'forumvdemocratie']",Wat denken jullie? Zijn andere meningen straks nog toegestaan? #fvd #forumvoordemocratie #forumvdemocratie #thierrybaudet #Baudetheeftgelijk #fyp #fyp ,Wat denken jullie Zijn andere meningen straks nog toegestaan,"['denken', 'meningen', 'straks', 'toegestaan']",8,"tegen, europese, ga, oorlog, gaan, straks, willen, wist, gaat, oekrane",0.6603
7194903631165000965,2023-01-31 19:40:48,2023-01-01,1675194048,8439,371,24,21,ik denk dat we veel meer moeten doen met schoonheid met kunst en cultuur ik denk dat we kinderen veel meer creativiteit kunnen aanreiken veel meer bijvoorbeeld kunnen leren zingen en muziek kunnen laten maken en kunnen laten schilderen en al die vormen van je uitdrukken dat is behalve dat het een belangrijke talent is dat mensen hebben maar het is ook een manier van communiceren en het is ook iets dat mensen die nieuwkomer zijn in onze samenleving mensen die als immigranten hier gekomen zijn of kinderen daarvan volgens mij heel erg welkom kan heten we kunnen ze onze tradities aanreiken we kunnen kinderen meenemen naar musea en naar concerten dat zouden we veel meer mee kunnen doen dan alleen maar hameren op werken en je aan de wet houden de nederlandse samenleving is zoveel meer en dat komt tot uiting in de kunst en cultuur dus dat zou veel meer in de politiek ook moeten worden meegenomen,"['fvd', 'forumvoordemocratie', 'thierrybaudet', 'baudetheeftgelijk', 'forumvdemocratie']",Partij van de schoonheid ❤️ #fvd #forumvoordemocratie #forumvdemocratie #thierrybaudet #Baudetheeftgelijk ,Partij van de schoonheid,"['partij', 'schoonheid']",0,"denken, eigen, ralf, dekker, samenleving, laat, zit, partij, uur, klein",0.7741
7194903631165000965,2023-01-31 19:40:48,2023-01-01,1675194048,8439,371,24,21,ik denk dat we veel meer moeten doen met schoonheid met kunst en cultuur ik denk dat we kinderen veel meer creativiteit kunnen aanreiken veel meer bijvoorbeeld kunnen leren zingen en muziek kunnen laten maken en kunnen laten schilderen en al die vormen van je uitdrukken dat is behalve dat het een belangrijke talent is dat mensen hebben maar het is ook een manier van communiceren en het is ook iets dat mensen die nieuwkomer zijn in onze samenleving mensen die als immigranten hier gekomen zijn of kinderen daarvan volgens mij heel erg welkom kan heten we kunnen ze onze tradities aanreiken we kunnen kinderen meenemen naar musea en naar concerten dat zouden we veel meer mee kunnen doen dan alleen maar hameren op werken en je aan de wet houden de nederlandse samenleving is zoveel meer en dat komt tot uiting in de kunst en cultuur dus dat zou veel meer in de politiek ook moeten worden meegenomen,"['fvd', 'forumvoordemocratie', 'thierrybaudet', 'baudetheeftgelijk', 'forumvdemocratie']",Partij van de schoonheid ❤️ #fvd #forumvoordemocratie #forumvdemocratie #thierrybaudet #Baudetheeftgelijk ,Partij van de schoonheid,"['partij', 'schoonheid']",0,"denken, eigen, ralf, dekker, samenleving, laat, zit, partij, uur, klein",0.7741
7195460686481263877,2023-02-02 07:42:28,2023-02-01,1675323748,21125,879,17,84,dat ik hier sta want dat wordt me nog wel eens verweten te goeder trouw met oprecht en andere overtuiging over hoe dingen in elkaar steken dat blijkt uit het eenvoudige feit dat ik op basis van die verandering van de feiten ook van standpunt ben veranderd hier ik heb hier een grafiek dit was de grafiek die ze lieten zien in maart 2020 met een mortaliteit van 5 procent dat waren de data die toen werden gecommuniceerd dit is de grafiek die vanaf de lente van 2020 altijd is gecommuniceerd en nooit is veranderd de mortaliteit bijgesteld naar 0 35 op de ic alleen de mortaliteit zelf of dan gaan mensen naar dood nog weer minder dan dat de mortaliteit van 0 15 procent het hele beleid is vormgegeven op basis van deze grafiek terwijl al heel snel bekend werd dat dit de feiten waren niets daarover in het rapport helemaal niets,"['fvd', 'forumvoordemocratie', 'thierrybaudet', 'baudetheeftgelijk', 'forumvdemocratie']","In het debat over de evaluatie van het coronabeleid wordt gezwegen over álle grote beleidsfouten. Over het opsluiten van de bevolking middels lockdowns, de vaccinatie-propaganda van de overheid, de sluipmoord op het MKB, de zinloze mondkapjes, het sociale isolement en ga zo maar door! #fvd #forumvdemocratie #forumvoordemocratie #thierrybaudet #Baudetheeftgelijk ",In het debat over de evaluatie van het coronabeleid wordt gezwegen over lle grote beleidsfouten Over het opsluiten van de bevolking middels lockdowns de vaccinatiepropaganda van de overheid de sluipmoord op het MKB de zinloze mondkapjes het sociale isolement en ga zo maar door,"['debat', 'evaluatie', 'coronabeleid', 'wordt', 'gezwegen', 'lle', 'grote', 'beleidsfouten', 'opsluiten', 'bevolking', 'middels', 'lockdown', 'vaccinatiepropaganda', 'overheid', 'sluipmoord', 'mkb', 'zinloze', 'mondkapjes', 'sociale', 'isolement', 'ga']",3,"wordt, overheid, tijd, who, duurder, nexit, debat, zinloze, hahaha, echte",0.8309
7195557537305922821,2023-02-02 13:58:18,2023-02-01,1675346298,7453,295,9,21,over de het volstrekt ontbreken van een kosten baten analyse van de lockdowns sterker nog op een gegeven moment was er ministerie van economische zaken heeft een rapport gemaakt verdwenen in een la want uit dat rapport zou blijken dat 550 1000 levensjaren netto meer werden werden vernietigd door die lockdown beleid dan dat ze zouden kunnen worden gespaard het is niet gedeeld het is niet gecommuniceerd door speurneus is dat door een wob verzoek uiteindelijk boven water gekomen het komt helemaal niet voor in dit rapport,"['fvd', 'forumvoordemocratie', 'thierrybaudet', 'baudetheeftgelijk', 'forumvdemocratie']",En de overheid deed er alles aan om de feiten te verbergen #fvd #forumvdemocratie #forumvoordemocratie #thierrybaudet #Baudetheeftgelijk ,En de overheid deed er alles aan om de feiten te verbergen,"['overheid', 'deed', 'alles', 'feiten', 'verbergen']",5,"worden, vvd, goed, pepijn, houwelingen, betaald, navo, gekocht, standpunten, expert",0.7121
7196961476827991301,2023-02-06 08:46:24,2023-02-01,1675673184,335226,26351,11301,1104,,"['fvd', 'forumvoordemocratie', 'thierrybaudet', 'baudetmemes', 'baudetheeftgelijk', 'thierrybaudetmemes', 'forumvdemocratie']",#fvd #forumvdemocratie #forumvoordemocratie #thierrybaudet #Baudetheeftgelijk #baudetmemes #thierrybaudetmemes ,,[],8,"tegen, europese, ga, oorlog, gaan, straks, willen, wist, gaat, oekrane",0.1444
7197086153311407366,2023-02-06 16:50:07,2023-02-01,1675702207,137281,6930,1279,542,youtube kids geschikt voor kinderen als je naar de leeftijdscategorie negen tot 12 aanklikt gaat kinderen dat hebben ze dus over kinderen uit groep zes zeven acht dan krijg je al gewoon bij aanbevolen video suggesties wat die kinderen dus gewoon als eerste te zien krijgen als ze die app openen al kanalen als uhm uh queer kit drag noem het allemaal maar op en één en al liedjes en vrolijk en dus en een vrouw met een paard en een jurk die vertelt hoe fantastisch het wel niet is om uhm kan seksueel te zijn en hoe geweldig het wel niet is om uh als ja je kunt het zo gek niet verzinnen alles moet genormaliseerd worden panseksualiteit krijgen kinderen over te horen dat het normaal is pan komt uit het grieks dat betekent alles dus het zijn eigenlijk ja als je alles neukt dat moeten we tegenwoordig ook al gewoon normaal gaan vinden en kinderen moeten te leren krijgen ja dat is ook gewoon iets wat we moeten respecteren je wordt er gewoon kotsmisselijk van,"['fvd', 'forumvoordemocratie', 'forumvdemocratie']","Jonge kinderen krijgen vergaande genderpropaganda voorgeschoteld via het onderwijs en Big Tech. Vanavond om 20:00 uur bespreken Gideon van Meijeren, Ralf Dekker en ik een aantal schokkende gevallen in de nieuwste aflevering van Forum Inside! #fvd #forumvdemocratie #forumvoordemocratie ",Jonge kinderen krijgen vergaande genderpropaganda voorgeschoteld via het onderwijs en Big Tech Vanavond om uur bespreken Gideon van Meijeren Ralf Dekker en ik een aantal schokkende gevallen in de nieuwste aflevering van Forum Inside,"['jonge', 'kinderen', 'krijgen', 'vergaande', 'genderpropaganda', 'voorgeschoteld', 'via', 'onderwijs', 'big', 'tech', 'vanavond', 'uur', 'bespreken', 'gideon', 'meijeren', 'ralf', 'dekker', 'aantal', 'schokkende', 'gevallen', 'nieuwste', 'aflevering', 'forum', 'inside']",7,"forum, thierry, baudet, via, inside, vanavond, veel, grootste, hetzelfde, miljard",0.7324
7197366091327294725,2023-02-07 10:56:26,2023-02-01,1675767386,40473,3059,793,147,,"['fvd', 'forumvoordemocratie', 'thierrybaudet', 'baudetmemes', 'thierrybaudetmemes', 'forumvdemocratie']",Wie kent ‘m uit z’n hoofd? #fvd #thierrybaudet #thierrybaudetmemes #baudetmemes #forumvdemocratie #forumvoordemocratie ,Wie kent m uit zn hoofd,"['kent', 'm', 'zn', 'hoofd']",9,"wil, zich, rutte, gideon, meijeren, eens, jonge, maken, einde, burger",0.8661
7197838391533128966,2023-02-08 17:29:10,2023-02-01,1675877350,8307,358,9,28,ben ik zo principieel voor referenda wat ik wil dat de bevolking de kans krijgt om te blijven bestaan om te blijven voortbestaan om het land te hebben wat men zo graag zou willen hebben wat men zo verdient het nederland dat we allemaal zo lief hebben dat we dat zouden kunnen behouden en daar moet dus een kartel probleem een kartel probleem versmelting tussen aan de ene kant van de bevolking los gezongen bestuurlijke elite en een van de bevolking los gezongen systeempers systeemmedia die versmelting dat is het kartelprobleem van onze samenleving dat moet worden opengebroken dat moet worden omzeild daar moet een oplossing voor worden gevonden en referenda zijn de oplossing,"['fvd', 'thierrybaudet', 'thierrybaudetedit', 'baudetheeftgelijk']","Referenda zijn dé oplossing voor het kartelprobleem van Nederland - ze behandelen onderwerpen op de inhoud, en zijn immuun voor lastercampagnes op de persoon. #fvd #thierrybaudetedit  #Baudetheeftgelijk #thierrybaudet",Referenda zijn d oplossing voor het kartelprobleem van Nederland ze behandelen onderwerpen op de inhoud en zijn immuun voor lastercampagnes op de persoon,"['referendum', 'd', 'oplossing', 'kartelprobleem', 'nederland', 'behandelen', 'onderwerpen', 'inhoud', 'immuun', 'lastercampagnes', 'persoon']",2,"nederland, democratie, leven, stem, saman, ky, kartel, dichtreguleren, stoppen, referendum",0.8607
7198131991957507333,2023-02-09 12:28:29,2023-02-01,1675945709,65976,2680,330,307,ik heb naar aanleiding van het debat een motie over de situatie in syrië de kamer gehoord de beraadslaging constaterende dat vele duizenden syriërs door de recente aardbevingen in een gigantische humanitaire crisis zijn gestort constaterende de sancties tegen syrië die sinds 2011 door de eu zijn ingesteld grote en negatieve gevolgen hebben voor de syrische burgerbevolking en de wederopbouw van syrië in de weg zitten roept de regering op om tijdens de europese top te pleiten voor het opheffen of in elk geval verlichten van de sancties ten einde de burgerbevolking niet verder in nood te brengen en om mogelijkheden te openen voor humanitair herstel en gaat over tot de orde van de dag,"['forumvoordemocratie', 'thierrybaudet', 'baudetheeftgelijk', 'thierrybaudetmemes', 'forumvdemocratie']",Maak wederopbouw weer mogelijk! #Baudetheeftgelijk #thierrybaudet #forumvdemocratie #forumvoordemocratie #thierrybaudetmemes ,Maak wederopbouw weer mogelijk,"['maak', 'wederopbouw', 'mogelijk']",5,"worden, vvd, goed, pepijn, houwelingen, betaald, navo, gekocht, standpunten, expert",0.5563
7198134402206027014,2023-02-09 12:37:50,2023-02-01,1675946270,13714,484,65,32,,"['nederland', 'schaken', 'politiek', 'forumvoordemocratie', 'thierrybaudet', 'gideonvanmeijeren', 'pepijnvanhouwelingen']",Potje schaken tussen de debatten door. Wie denkt er ook altijd te lang na over zijn/haar zet?  #forumvoordemocratie #thierrybaudet #gideonvanmeijeren #pepijnvanhouwelingen #thierrybaudet #politiek #nederland #schaken ,Potje schaken tussen de debatten door Wie denkt er ook altijd te lang na over zijnhaar zet,"['potje', 'schaken', 'debatten', 'denkt', 'lang', 'zijnhaar', 'zet']",6,"nederlandse, immigratie, land, wordt, bevolking, minder, ten, mark, rutte, ziet",0.917
7198537127020252422,2023-02-10 14:40:36,2023-02-01,1676040036,9210,467,51,41,,"['forumvoordemocratie', 'thierrybaudet', 'thierrybaudetedit', 'baudetheeftgelijk', 'thierrybaudetmemes', 'forumvdemocratie']",😎 #Baudetheeftgelijk #thierrybaudet #forumvdemocratie #forumvoordemocratie #thierrybaudetmemes #thierrybaudetedit #thierrybaudetmemes ,,[],8,"tegen, europese, ga, oorlog, gaan, straks, willen, wist, gaat, oekrane",0.1444
7202214882224164102,2023-02-20 12:32:13,2023-02-01,1676896333,14103,515,61,63,al jaren weten dat er mensen die rechts zijn en studenten bij ons niet durven te praten in de werkgroep bang zijn dat als ze schrijven over hun eigen overtuigingen dat ze dan een lage cijfer krijgen van de docent dat lijkt me allemaal terecht ik ben zoveel mensen zeggen ik hou mond gewoon van jou ik heb het dus aangedragen van nou ik vind bijvoorbeeld ook dat we naar rechtse mensen en ongevaccineerde mensen dat we daar inclusief naar moeten zijn op de uva en toen zeiden ze van hoe durf jij het leed van zwarte mensen die hun hele leven tegen institutioneel racisme en eeuwenlange strijd tegen de slavernij hoe durf je dat te vergelijken met iemand die geen spuitje durft te willen zetten om ouderen te helpen en zo van jij bent dus nu een soort van racist eigenlijk omdat jij dus nu iets vergelijkt wat je niet mag vergelijken met allemaal vooroordelen eromheen ook over die ongevaccineerde wereld nee maar heel goed vind ik zelf ook dus dat was ook al heel moeilijk,"['fyp', 'fvd', 'forumvoordemocratie', 'thierrybaudet', 'baudetmemes', 'thierrybaudetmemes', 'forumvdemocratie']",Hoe gaat dat bij jou op de uni? #thierrybaudet #forumvdemocratie #forumvoordemocratie #thierrybaudetmemes #fvd #baudetmemes #fyp ,Hoe gaat dat bij jou op de uni,"['gaat', 'uni']",8,"tegen, europese, ga, oorlog, gaan, straks, willen, wist, gaat, oekrane",0.7793
7202622306970045701,2023-02-21 14:53:11,2023-02-01,1676991191,77879,4272,576,201,eerst van mij ook dat mevrouw belage mij een witte jongeman noemt ik vraag me af hoe zij beoordeeld dat ik een man ben want als ik haar krijg kan dat niet op basis van uiterlijke kenmerken worden veroordeeld dit stukje papier dit is wit en ik zal het even naast mijn gezicht houden daar zitten duidelijk een aantal kleurverschillen in want u wilt toch geen mensen kwetsen mevrouw belage,"['fyp', 'fvd', 'forumvoordemocratie', 'vanmeijeren', 'forumvdemocratie', 'gideonvmeijeren']",#forumvdemocratie #forumvoordemocratie #fvd #fyp #vanmeijeren #gideonvmeijeren,,[],8,"tegen, europese, ga, oorlog, gaan, straks, willen, wist, gaat, oekrane",0.1444
7202972135566986502,2023-02-22 13:30:44,2023-02-01,1677072644,38217,1859,287,357,,"['fyp', 'fvd', 'forumvoordemocratie', 'thierrybaudet', 'thierrybaudetmemes', 'forumvdemocratie']",Het is de enige uitweg! #forumvdemocratie #forumvoordemocratie #fvd #fyp #thierrybaudet #thierrybaudetmemes ,Het is de enige uitweg,"['enige', 'uitweg']",8,"tegen, europese, ga, oorlog, gaan, straks, willen, wist, gaat, oekrane",0.1446
7204105242269551877,2023-02-25 14:47:44,2023-02-01,1677336464,7155,300,4,34,zolang dat narratief in stand blijft blijft het beleid doorgaan en alleen een aanval op het narratief vormt een bedreiging voor het corrupte systeem dit beleid stopt pas als het narratief onderuitgehaald is,"['fyp', 'fvd', 'forumvoordemocratie', 'vanmeijeren', 'forumvdemocratie', 'gideonvmeijeren']",#forumvdemocratie #forumvoordemocratie #fvd #fyp #vanmeijeren #gideonvmeijeren ,,[],8,"tegen, europese, ga, oorlog, gaan, straks, willen, wist, gaat, oekrane",0.1444
7205247924752616709,2023-02-28 16:41:56,2023-02-01,1677602516,12039,740,62,123,,"['fyp', 'fvd', 'forumvoordemocratie', 'forumvdemocratie']",Stem FVD op 15 maart! #forumvdemocratie #forumvoordemocratie #fvd #fyp,Stem FVD op maart,"['stem', 'fvd', 'maart']",1,"fvd, congres, snel, deze, mogelijk, grenzen, stem, nieuwe, rai, lid",0.8294
7205331950901546246,2023-02-28 22:08:00,2023-02-01,1677622080,5572,155,13,10,luister de kintados falis we zijn hier bij een wijnproeverij dat is een 100 vioolj franse druif portugese grond niet gek,"['fvd', 'forumvoordemocratie', 'forumvdemocratie']",Forum Outside ;) #fvd #forumvdemocratie #forumvoordemocratie ,Forum Outside,"['forum', 'outside']",7,"forum, thierry, baudet, via, inside, vanavond, veel, grootste, hetzelfde, miljard",0.7742
7205611630997163270,2023-03-01 16:13:19,2023-03-01,1677687199,28472,1459,79,135,tijdens corona realiseer ik me dat we allemaal tegen elkaar uitgespeeld worden door de staat die alsmaar meer macht over ons wil en dat ze met de vrijheden op één moment met deze vrijheden wapperen om dat kapot te maken en dan gaan ze weer die vrijheden ook weer afpakken,"['fyp', 'fvd', 'forumvoordemocratie', 'thierrybaudet', 'thierrybaudetedit', 'thierrybaudetmemes', 'forumvdemocratie']",#fvd #forumvdemocratie #forumvoordemocratie #fyp #thierrybaudet #thierrybaudetmemes #thierrybaudetedit ,,[],8,"tegen, europese, ga, oorlog, gaan, straks, willen, wist, gaat, oekrane",0.1444
7205888354565606661,2023-03-02 10:07:11,2023-03-01,1677751631,11317,488,30,58,je beleidsoppositie zo noem ik dat en dat is echt wat je ziet dat bbp doet bijvoorbeeld of ja 21 die zeggen oké tuurlijk er moet een energietransitie komen maar laten we nou een beetje meer kernenergie in die energie meer toevoegen dan dan kost het net wat minder of natuurlijk moeten we internationaal recht respecteren dus ja er zullen hier immigranten naartoe komen maar doe nou een beetje minder en spreid het over wat langere tijd uit dan hebben we het net en dat ja op zich zou je kunnen zeggen ik heb liever dat dat gebeurt dan dan dat groenlinks maar uiteindelijk maakt het fundamenteel maakt het geen klappen uit nee de politie en de psychologie blijven gewoon overeind ja en dat zie je dus eigenlijk bij alle partijen ik maak een uitzondering voor de pvv op het gebied van immigratie maar ook alleen op dat specifieke thema het gaat over corona hoorde je de pvv niet nu over rusland hoor je de pvv dus ik denk dat wij de enigen zijn die het die als zodanig en dat noem ik dan systeem oppositie of ideologische oppositie die echt zeggen die hele richting en ook de aannames van die richting over co2 maar ook over internationaal recht over schaalvergroting dat is ook zo'n thema wij doen daar niet aan mee wij willen echt fundamenteel iets anders,"['fyp', 'fvd', 'forumvoordemocratie', 'thierrybaudet', 'forumvdemocratie']",En daarom is het zo belangrijk om FVD te stemmen op 15 maart! #fvd #forumvdemocratie #forumvoordemocratie #fyp #thierrybaudet ,En daarom is het zo belangrijk om FVD te stemmen op maart,"['belangrijk', 'fvd', 'stemmen', 'maart']",1,"fvd, congres, snel, deze, mogelijk, grenzen, stem, nieuwe, rai, lid",0.8657
7209642923888053510,2023-03-12 12:56:47,2023-03-01,1678625807,19939,336,16,22,in hoofddorp kom ik niet maar wel vanmiddag nog in de rai in amsterdam vanavond in ahoy met een openbar en morgenavond in lelystad dus als je in de buurt bent kom vooral langs de tickets zijn gratis kijk op onze website fvd nl voor alle informatie,[],Antwoorden op @Nationalist 🏛️🚜 Gratis tickets via www.fvd.nl of link in bio,Antwoorden op Nationalist Gratis tickets via wwwfvdnl of link in bio,"['antwoorden', 'nationalist', 'gratis', 'ticket', 'via', 'wwwfvdnl', 'link', 'bio']",7,"forum, thierry, baudet, via, inside, vanavond, veel, grootste, hetzelfde, miljard",0.93
7209974622241049861,2023-03-13 10:24:01,2023-03-01,1678703041,77860,5220,3833,315,vergeet niet f v d te stemmen op 15 maart,[],👀👀👀,,[],8,"tegen, europese, ga, oorlog, gaan, straks, willen, wist, gaat, oekrane",0.1444
7210098442889071877,2023-03-13 18:24:25,2023-03-01,1678731865,675907,57593,24953,3722,moeten we dus begrijpen wat de achtergrond daarvan is the great wie is daar luisteren ze ook helemaal niet naar onze argumenten niet steeds niet want het gaat helemaal niet om argumenten het gaat om een hele andere agenten die hier achter schuil gaan en dat we,['1'],Luisteren maar! Deel dit en maak ons #1! ,Luisteren maar Deel dit en maak ons,"['luisteren', 'deel', 'maak']",9,"wil, zich, rutte, gideon, meijeren, eens, jonge, maken, einde, burger",0.8299
7210757696448941318,2023-03-15 13:02:39,2023-03-01,1678885359,8929,325,23,33,dat is natuurlijk ook de lijn van de regering we moeten minder vlees gaan eten we moeten minder dierlijke producten gaan eten omdat een bepaalde overtuiging zich heeft meester gemaakt van alle mensen in nederland dat dat slecht zou zijn ja en zoals op veel punten staat forum voor democratie dus voor een voor echt een andere visie als het gaat om de eu als het gaat om het klimaatbeleid maar ook op dit gebied wij geloven dat mensen juist meer vlees zouden moeten eten dat het juist heel goed is voor mensen om veel vlees te eten en dus ook op dit punt hebben wij een volstrekt andere inbreng een andere visie en daarom mijn motie de kamer gehoord de beraadslaging constaterende dat dierlijke producten zoals vlees melk en eieren een onmisbaar onderdeel vormen van ons dieet niet in de laatste plaats omdat deze producten vitaminen en mineralen bevatten die niet of nauwelijks in plantaardig voedsel voorkomen zoals vitamine b12 bijvoorbeeld constaterende dat zowel de producenten van dierlijke producten onze boeren als de consumenten van dierlijke producten en burgers gebukt gaan onder hoge inflatie en hun financiële steun in de rug goed zouden kunnen gebruiken verzoekt de regering de btw op vlees in ieder geval tijdelijk te verlagen naar 0 en gaat over tot de orde van de dag,[],"Bescherm je vlees, stem vandaag Forum voor Democratie! ",Bescherm je vlees stem vandaag Forum voor Democratie,"['bescherm', 'vlees', 'stem', 'vandaag', 'forum', 'democratie']",2,"nederland, democratie, leven, stem, saman, ky, kartel, dichtreguleren, stoppen, referendum",0.6072
7210804279232204037,2023-03-15 16:03:24,2023-03-01,1678896204,21656,1300,36,61,we gaan goed of niet jongens we gaan knallend hard door de geluidsbarriere ongelooflijk bedankt voor je stemmen als je nog niet hebt gestemd ga stemmen stem voor democratie en maak een foto van je stembiljet en post het op de socials tag mij dan nodig ik je uit voor een exclusief event na deze verkiezingen gaan we overwinning vieren maar eerst allemaal stemmen we gaan rutte en kaag naar huis sturen dankjewel voor je steun,[],🚀 Win samen met ons de verkiezingen!,Win samen met ons de verkiezingen,"['win', 'saman', 'verkiezingen']",2,"nederland, democratie, leven, stem, saman, ky, kartel, dichtreguleren, stoppen, referendum",0.8294
